imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,reviews_from_users,reviews_from_critics,oscar_status
20112,Il principe consorte,The Love Parade,1929.0,1930-09-19,"Comedy, Musical, Romance",107.0,USA,"English, French",Ernst Lubitsch,"Ernest Vajda, Guy Bolton",Paramount Pictures,"Maurice Chevalier, Jeanette MacDonald, Lupino Lane, Lillian Roth, Eugene Pallette, E.H. Calvert, Edgar Norton, Lionel Belmore, Russ Powell, Carl Stockdale, Albert Roccardi, Anton Vaverka, Albert De Winton, William von Hardenburg, Margaret Fealy",7.1,1924.0,1,1,Nominee
20629,All'ovest niente di nuovo,All Quiet on the Western Front,1930.0,1956-03-14,"Drama, War",152.0,USA,"English, French, German, Latin",Lewis Milestone,"Erich Maria Remarque, Maxwell Anderson",Universal Pictures,"Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy, Ben Alexander, Scott Kolk, Owen Davis Jr., Walter Rogers, William Bakewell, Russell Gleason, Richard Alexander, Harold Goodwin, Slim Summerville, G. Pat Collins, Beryl Mercer",8.0,56356.0,3,2,Winner
20686,Carcere,The Big House,1930.0,1930-06-14,"Crime, Drama, Thriller",87.0,USA,"English, Russian","George W. Hill, Ward Wing","Frances Marion, Joseph Farnham",Metro-Goldwyn-Mayer (MGM),"Chester Morris, Wallace Beery, Lewis Stone, Robert Montgomery, Leila Hyams, George F. Marion, J.C. Nugent, Karl Dane, DeWitt Jennings, Matthew Betz, Claire McDowell, Robert Emmett O'Connor, Tom Kennedy, Tom Wilson, Eddie Foyer",7.1,1849.0,1,1,Nominee
20827,La divorziata,The Divorcee,1930.0,1930-04-19,"Romance, Drama",84.0,USA,"English, French",Robert Z. Leonard,"Ursula Parrott, Nick Grinde",Metro-Goldwyn-Mayer (MGM),"Norma Shearer, Chester Morris, Conrad Nagel, Robert Montgomery, Florence Eldridge, Helene Millard, Robert Elliott, Mary Doran, Tyler Brooke, Zelda Sears, George Irving, Judith Wood",6.8,2705.0,1,1,Nominee
21622,Un popolo muore,Arrowsmith,1931.0,1931-12-26,Drama,108.0,USA,"English, Italian, Swedish",John Ford,"Sinclair Lewis, Sidney Howard",John Ford Productions,"Ronald Colman, Helen Hayes, Richard Bennett, A.E. Anson, Clarence Brooks, Alec B. Francis, Claude King, Bert Roach, Myrna Loy, Russell Hopton, David Landau, Lumsden Hare",6.2,1493.0,1,1,Nominee
21635,Bad Girl,Bad Girl,1931.0,1931-09-13,"Drama, Romance",90.0,USA,English,Frank Borzage,"Viña Delmar, Brian Marlow",Frank Borzage Production,"James Dunn, Sally Eilers, Minna Gombell, Frank Darien, William Pawley, Paul Fix",6.5,1081.0,1,1,Nominee
21730,Il campione,The Champ,1931.0,1933-02-15,"Drama, Sport",86.0,USA,English,King Vidor,"Frances Marion, Wanda Tuchock",Metro-Goldwyn-Mayer (MGM),"Wallace Beery, Jackie Cooper, Irene Rich, Roscoe Ates, Edward Brophy, Hale Hamilton, Jesse Scott, Marcia Mae Jones",7.3,2741.0,1,1,Nominee
21746,I pionieri del West,Cimarron,1931.0,1931-02-09,"Drama, Western",123.0,USA,"English, French",Wesley Ruggles,"Edna Ferber, Howard Estabrook",RKO Radio Pictures,"Richard Dix, Irene Dunne, Estelle Taylor, Nance O'Neil, William Collier Jr., Roscoe Ates, George E. Stone, Stanley Fields, Robert McWade, Edna May Oliver, Judith Barrett, Eugene Jackson, Roberta Gregory",5.9,5304.0,1,1,Winner
21826,Ripudiata,East Lynne,1931.0,1931-03-01,"Drama, Romance",102.0,USA,English,Frank Lloyd,"Mrs. Henry Wood, Tom Barry",Fox Film Corporation,"Ann Harding, Clive Brook, Conrad Nagel, Cecilia Loftus, Beryl Mercer, O.P. Heggie, Flora Sheffield, David Torrence, Wally Albright, Ronnie Cosby, Eric Mayne",6.0,136.0,1,1,Nominee
21873,Five Star Final,Five Star Final,1931.0,1931-09-26,"Crime, Drama",89.0,USA,English,Mervyn LeRoy,"Louis Weitzenkorn, Byron Morgan",First National Pictures,"Edward G. Robinson, Marian Marsh, H.B. Warner, Anthony Bushell, George E. Stone, Frances Starr, Ona Munson, Boris Karloff, Aline MacMahon, Oscar Apfel, Purnell Pratt, Robert Elliott",7.3,1758.0,1,1,Nominee
21890,The Front Page,The Front Page,1931.0,1931-04-04,"Comedy, Crime, Drama",101.0,USA,English,Lewis Milestone,"Ben Hecht, Charles MacArthur",The Caddo Company,"Adolphe Menjou, Pat O'Brien, Mary Brian, Edward Everett Horton, Walter Catlett, George E. Stone, Mae Clarke, Slim Summerville, Matt Moore, Frank McHugh, Clarence Wilson, Fred Howard, Phil Tead, Eugene Strong, Spencer Charters",6.7,2348.0,1,1,Nominee
22074,L'allegro tenente,The Smiling Lieutenant,1931.0,1931-11-20,"Comedy, Romance, Musical",83.0,USA,"English, French",Ernst Lubitsch,"Leopold Jacobson, Felix Dormann",Paramount Pictures,"Maurice Chevalier, Claudette Colbert, Miriam Hopkins, Charles Ruggles, George Barbier, Hugh O'Connell",7.2,3148.0,1,1,Nominee
22397,Skippy,Skippy,1931.0,1931-04-25,"Comedy, Drama, Family",85.0,USA,English,Norman Taurog,"Percy Crosby, Sam Mintz",Paramount Pictures,"Jackie Cooper, Robert Coogan, Mitzi Green, Jackie Searl, Willard Robertson, Enid Bennett, Donald Haines, Helen Jerome Eddy, Guy Oliver, Jack Rube Clifford, Carl R. Botefuhr",6.3,670.0,1,1,Nominee
22495,Trader Horn,Trader Horn,1931.0,1931-05-23,"Action, Adventure, Drama",122.0,USA,"English, Swahili",W.S. Van Dyke,"Ethelreda Lewis, Dale Van Every",Metro-Goldwyn-Mayer (MGM),"Harry Carey, Edwina Booth, Duncan Renaldo, Mutia Omoolu, Olive Carey, Bob Kortman, Marjorie Rambeau",6.2,868.0,1,1,Nominee
22835,Il dottor Jekyll,Dr. Jekyll and Mr. Hyde,1931.0,1932-01-03,"Horror, Sci-Fi",98.0,USA,English,Rouben Mamoulian,"Samuel Hoffenstein, Percy Heath",Paramount Pictures,"Fredric March, Miriam Hopkins, Rose Hobart, Holmes Herbert, Halliwell Hobbes, Edgar Norton, Tempe Pigott",7.6,12225.0,2,1,Snubbed
22879,Addio alle armi,A Farewell to Arms,1932.0,1932-12-08,"Drama, Romance, War",80.0,USA,English,Frank Borzage,"Benjamin Glazer, Oliver H.P. Garrett",Paramount Pictures,"Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips, Jack La Rue, Blanche Friderici, Mary Forbes, Gilbert Emery",6.5,4957.0,1,1,Nominee
22958,Grand Hotel,Grand Hotel,1932.0,1933-01-19,"Drama, Romance",112.0,USA,"English, Russian",Edmund Goulding,"Vicki Baum, William Absalom Drake",Metro-Goldwyn-Mayer (MGM),"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery, Lionel Barrymore, Lewis Stone, Jean Hersholt, Robert McWade, Purnell Pratt, Ferdinand Gottschalk, Rafaela Ottiano, Morgan Wallace, Tully Marshall, Frank Conroy, Murray Kinnell",7.4,16927.0,2,1,Winner
23042,Io sono un evaso,I Am a Fugitive from a Chain Gang,1932.0,1933-11-23,"Crime, Drama, Film-Noir",92.0,USA,English,Mervyn LeRoy,"Robert E. Burns, Howard J. Green",Warner Bros.,"Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis, Preston Foster, Allen Jenkins, Berton Churchill, Edward Ellis, David Landau, Hale Hamilton, Sally Blane, Louise Carter, Willard Robertson, Robert McWade, Robert Warwick",8.2,11390.0,5,1,Nominee
23303,Un'ora d'amore,One Hour with You,1932.0,1932-09-22,"Comedy, Musical, Romance",78.0,USA,"English, French","George Cukor, Ernst Lubitsch","Lothar Schmidt, Samson Raphaelson",Paramount Pictures,"Maurice Chevalier, Jeanette MacDonald, Lili Damita, Genevieve Tobin, Pierre Etchepare, Charles Ruggles, Ernest Ferny, Roland Young, André Cheron, Josephine Dunn, Richard Carle, Barbara Leonard, George Barbier",7.2,2078.0,1,1,Nominee
23427,Scarface - Lo sfregiato,Scarface: The Shame of the Nation,1932.0,1947-11-15,"Action, Crime, Drama",93.0,USA,English,"Howard Hawks, Richard Rosson","Armitage Trail, Ben Hecht",The Caddo Company,"Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins, C. Henry Gordon, George Raft, Vince Barnett, Boris Karloff, Purnell Pratt, Tully Marshall, Inez Palange, Edwin Maxwell",7.8,24697.0,4,1,Snubbed
23488,Catene,Smilin' Through,1932.0,1932-09-24,"Drama, Romance",98.0,USA,English,Sidney Franklin,"Jane Cowl, Jane Murfin",Metro-Goldwyn-Mayer (MGM),"Norma Shearer, Fredric March, Leslie Howard, O.P. Heggie, Ralph Forbes, Beryl Mercer, Margaret Seddon, Forrester Harvey",6.9,1100.0,1,1,Nominee
23876,Cavalcata,Cavalcade,1933.0,1933-04-15,"Drama, Romance, War",112.0,USA,English,Frank Lloyd,Reginald Berkeley,Fox Film Corporation,"Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin, Beryl Mercer, Irene Browne, Tempe Pigott, Merle Tottenham, Frank Lawton, Ursula Jeans, Margaret Lindsay, John Warburton, Billy Bevan, Desmond Roberts, Dickie Henderson",5.8,4442.0,1,1,Winner
24034,42a strada,42nd Street,1933.0,1933-09-16,"Comedy, Musical, Romance",89.0,USA,English,Lloyd Bacon,"Rian James, James Seymour",Warner Bros.,"Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler, Guy Kibbee, Una Merkel, Ginger Rogers, Ned Sparks, Dick Powell, Allen Jenkins, Edward J. Nugent, Robert McWade, George E. Stone",7.4,10490.0,2,1,Nominee
24216,King Kong,King Kong,1933.0,1933-12-02,"Adventure, Horror, Sci-Fi",100.0,USA,English,"Merian C. Cooper, Ernest B. Schoedsack","James Ashmore Creelman, Ruth Rose",RKO Radio Pictures,"Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher, Sam Hardy, Noble Johnson, Steve Clemente, James Flavin, King Kong",7.9,77507.0,6,2,Snubbed
24240,Signora per un giorno,Lady for a Day,1933.0,1934-09-03,"Comedy, Drama",96.0,USA,"English, Spanish",Frank Capra,"Robert Riskin, Damon Runyon",Columbia Pictures,"Warren William, May Robson, Guy Kibbee, Glenda Farrell, Ned Sparks, Walter Connolly, Jean Parker, Nat Pendleton, Barry Norton, Halliwell Hobbes, Hobart Bosworth, Robert Emmett O'Connor",7.4,3709.0,1,1,Nominee
24264,Piccole donne,Little Women,1933.0,1933-11-24,"Drama, Family, Romance",115.0,USA,"English, German",George Cukor,"Louisa May Alcott, Sarah Y. Mason",RKO Radio Pictures,"Katharine Hepburn, Joan Bennett, Paul Lukas, Edna May Oliver, Jean Parker, Frances Dee, Henry Stephenson, Douglass Montgomery, John Lodge, Spring Byington, Samuel S. Hinds, Mabel Colcord, Marion Ballou, Nydia Westman, Harry Beresford",7.2,6254.0,1,1,Nominee
24473,Le sei mogli di Enrico VIII,The Private Life of Henry VIII.,1933.0,1933-08-17,"Biography, Comedy, Drama",97.0,UK,"English, German",Alexander Korda,"Lajos Biró, Arthur Wimperis",London Film Productions,"Charles Laughton, Robert Donat, Franklin Dyall, Miles Mander, Lawrence Hanray, William Austin, John Loder, Claud Allister, Gibb McLaughlin, Sam Livesey, Merle Oberon, Wendy Barrie, Elsa Lanchester, Binnie Barnes, Everley Gregg",7.1,3598.0,1,1,Nominee
24548,Lady Lou - La donna fatale,She Done Him Wrong,1933.0,1933-02-09,"Comedy, Drama, History",66.0,USA,English,Lowell Sherman,"Mae West, Harvey F. Thew",Paramount Pictures,"Mae West, Cary Grant, Owen Moore, Gilbert Roland, Noah Beery, David Landau, Rafaela Ottiano, Dewey Robinson, Rochelle Hudson, Tammany Young, Fuzzy Knight, Grace La Rue, Robert Homans, Louise Beavers",6.3,5256.0,1,1,Nominee
24610,Montagne russe,State Fair,1933.0,1933-02-10,"Comedy, Drama, Romance",99.0,USA,English,Henry King,"Sonya Levien, Paul Green",Fox Film Corporation,"Janet Gaynor, Will Rogers, Lew Ayres, Sally Eilers, Norman Foster, Louise Dresser, Frank Craven, Victor Jory, Frank Melton",6.8,731.0,1,1,Nominee
24865,La famiglia Barrett,The Barretts of Wimpole Street,1934.0,1934-09-21,"Biography, Drama, Romance",109.0,USA,English,Sidney Franklin,"Rudolph Besier, Ernest Vajda",Metro-Goldwyn-Mayer (MGM),"Norma Shearer, Fredric March, Charles Laughton, Maureen O'Sullivan, Katharine Alexander, Ralph Forbes, Marion Clayton Anderson, Ian Wolfe, Ferdinand Munier, Una O'Connor, Leo G. Carroll, Vernon Downing, Neville Clark, Matthew Smith, Robert Carleton",7.0,1598.0,1,1,Nominee
24991,Cleopatra,Cleopatra,1934.0,1934-10-05,"Biography, Drama, History",100.0,USA,English,Cecil B. DeMille,"Waldemar Young, Vincent Lawrence",Paramount Pictures,"Claudette Colbert, Warren William, Henry Wilcoxon, Joseph Schildkraut, Ian Keith, Gertrude Michael, C. Aubrey Smith, Irving Pichel, Arthur Hohl, Edwin Maxwell, Ian Maclaren, Eleanor Phelps, Leonard Mudie, Grace Durkin, Ferdinand Gottschalk",6.8,3331.0,1,1,Nominee
25124,Passeggiata d'amore,Flirtation Walk,1934.0,1934-12-01,"Musical, Romance",97.0,USA,English,Frank Borzage,"Delmer Daves, Delmer Daves",First National Pictures,"Dick Powell, Ruby Keeler, Pat O'Brien, Ross Alexander, John Arledge, John Eldredge, Henry O'Neill, Guinn 'Big Boy' Williams, Frederick Burton, John Darrow, Glen Boles, Gloria Hurst",5.7,629.0,1,1,Nominee
25164,Cerco il mio amore,The Gay Divorcee,1934.0,1934-10-12,"Comedy, Musical, Romance",107.0,USA,"English, French, Italian",Mark Sandrich,"Dwight Taylor, Kenneth S. Webb",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Alice Brady, Edward Everett Horton, Erik Rhodes, Eric Blore, Lillian Miles, Charles Coleman, William Austin, Betty Grable",7.5,6797.0,1,1,Nominee
25238,Marinai all'erta,Here Comes the Navy,1934.0,1934-07-21,"Comedy, Drama, Romance",87.0,USA,English,Lloyd Bacon,"Earl Baldwin, Ben Markson",Warner Bros.,"James Cagney, Pat O'Brien, Gloria Stuart, Frank McHugh, Dorothy Tree, Robert Barrat, Willard Robertson, Guinn 'Big Boy' Williams, Howard Hickman, Maude Eburne, George Irving",6.3,808.0,1,1,Nominee
25272,La casa dei Rothschild,The House of Rothschild,1934.0,1934-04-07,"Biography, Drama, History",88.0,USA,English,"Alfred L. Werker, Sidney Lanfield","Nunnally Johnson, George Hembert Westley",20th Century Pictures,"George Arliss, Boris Karloff, Loretta Young, Robert Young, C. Aubrey Smith, Arthur Byron, Helen Westley, Reginald Owen, Florence Arliss, Alan Mowbray, Holmes Herbert, Paul Harvey, Ivan F. Simpson, Noel Madison, Murray Kinnell",6.6,989.0,1,1,Nominee
25301,Lo specchio della vita,Imitation of Life,1934.0,1935-12-17,"Drama, Romance",111.0,USA,English,John M. Stahl,"Fannie Hurst, William Hurlbut",Universal Pictures,"Claudette Colbert, Warren William, Rochelle Hudson, Ned Sparks, Louise Beavers, Fredi Washington, Juanita Quigley, Alan Hale, Henry Armetta, Wyndham Standing",7.5,4013.0,1,1,Nominee
25316,Accadde una notte,It Happened One Night,1934.0,1934-12-11,"Comedy, Romance",105.0,USA,English,Frank Capra,"Robert Riskin, Samuel Hopkins Adams",Columbia Pictures,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns, Jameson Thomas, Alan Hale, Arthur Hoyt, Blanche Friderici, Charles C. Wilson",8.1,91400.0,3,2,Winner
25601,Una notte d'amore,One Night of Love,1934.0,1934-09-15,"Music, Romance",84.0,USA,"English, Italian",Victor Schertzinger,"S.K. Lauren, James Gow",Columbia Pictures,"Grace Moore, Tullio Carminati, Lyle Talbot, Mona Barrie, Jessie Ralph, Luis Alberni, Nydia Westman, Andrés de Segurola, Rosemary Glosz",5.6,511.0,1,1,Nominee
25878,L'uomo ombra,The Thin Man,1934.0,1935-02-05,"Comedy, Crime, Mystery",91.0,USA,English,W.S. Van Dyke,"Albert Hackett, Frances Goodrich",Cosmopolitan Productions,"William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton, Minna Gombell, Porter Hall, Henry Wadsworth, William Henry, Harold Huber, Cesar Romero, Natalie Moorhead, Edward Brophy, Edward Ellis, Cyril Thornton",8.0,25805.0,2,1,Nominee
25948,Viva Villa!,Viva Villa!,1934.0,1934-04-27,"Biography, Western",115.0,USA,English,"Jack Conway, Howard Hawks","Ben Hecht, Edgecumb Pinchon",Metro-Goldwyn-Mayer (MGM),"Wallace Beery, Leo Carrillo, Fay Wray, Donald Cook, Stuart Erwin, Henry B. Walthall, Joseph Schildkraut, Katherine DeMille, George E. Stone, Phillip Cooper, David Durand, Frank Puglia, Francis X. Bushman Jr., Adrian Rosley, Henry Armetta",6.3,1160.0,1,1,Nominee
26056,Primo amore,Alice Adams,1935.0,1935-11-13,"Comedy, Drama, Romance",99.0,USA,English,George Stevens,"Booth Tarkington, Dorothy Yost",RKO Radio Pictures,"Katharine Hepburn, Fred MacMurray, Fred Stone, Evelyn Venable, Frank Albertson, Ann Shoemaker, Charley Grapewin, Grady Sutton, Hedda Hopper, Jonathan Hale, Hattie McDaniel, Walter Brennan",6.9,3673.0,1,1,Nominee
26144,Follie di Broadway 1936,Broadway Melody of 1936,1935.0,1935-09-20,"Musical, Romance",101.0,USA,"English, French, Spanish","Roy Del Ruth, W.S. Van Dyke","Jack McGowan, Sid Silvers",Metro-Goldwyn-Mayer (MGM),"Jack Benny, Eleanor Powell, Robert Taylor, Una Merkel, Sid Silvers, Buddy Ebsen, June Knight, Vilma Ebsen, Nick Long Jr., Robert Wildhack, Paul Harvey, Frances Langford, Harry Stockwell",6.8,1521.0,1,1,Nominee
26174,Capitan Blood,Captain Blood,1935.0,1935-12-28,"Action, Adventure",119.0,USA,"English, French",Michael Curtiz,"Rafael Sabatini, Casey Robinson",Warner Bros.,"Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone, Ross Alexander, Guy Kibbee, Henry Stephenson, Robert Barrat, Hobart Cavanaugh, Donald Meek, Jessie Ralph, Forrester Harvey, Frank McGlynn Sr., Holmes Herbert, David Torrence",7.7,12731.0,2,1,Nominee
26266,Davide Copperfield,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1935.0,1935-06-20,"Adventure, Drama, Romance",130.0,USA,English,George Cukor,"Charles Dickens, Hugh Walpole",Metro-Goldwyn-Mayer (MGM),"Edna May Oliver, Elizabeth Allan, Jessie Ralph, Harry Beresford, Freddie Bartholomew, Hugh Walpole, Basil Rathbone, Herbert Mundin, John Buckler, Fay Chaldecott, Una O'Connor, Lionel Barrymore, Violet Kemble Cooper, Elsa Lanchester, Jean Cadell",7.4,3670.0,1,1,Nominee
26529,Il traditore,The Informer,1935.0,1936-09-09,"Crime, Drama",91.0,USA,English,John Ford,"Dudley Nichols, Liam O'Flaherty",RKO Radio Pictures,"Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame, Wallace Ford, Una O'Connor, J.M. Kerrigan, Joe Sawyer, Neil Fitzgerald, Donald Meek, D'Arcy Corrigan, Leo McCabe, Steve Pendleton, Francis Ford, May Boley",7.4,5571.0,1,1,Nominee
26643,I lancieri del Bengala,The Lives of a Bengal Lancer,1935.0,1935-02-01,"Adventure, Drama, War",109.0,USA,English,Henry Hathaway,"Waldemar Young, John L. Balderston",Paramount Pictures,"Gary Cooper, Franchot Tone, Richard Cromwell, Guy Standing, C. Aubrey Smith, Kathleen Burke, Douglass Dumbrille, Monte Blue, Colin Tapley, Akim Tamiroff, J. Carrol Naish, Noble Johnson, Lumsden Hare, Jameson Thomas",7.1,2548.0,1,1,Nominee
26714,Il sogno di una notte di mezza estate,A Midsummer Night's Dream,1935.0,1935-10-30,"Comedy, Fantasy, Romance",133.0,USA,English,"William Dieterle, Max Reinhardt","William Shakespeare, Charles Kenyon",Warner Bros.,"Ian Hunter, Verree Teasdale, Hobart Cavanaugh, Dick Powell, Ross Alexander, Olivia de Havilland, Jean Muir, Grant Mitchell, Frank McHugh, Dewey Robinson, James Cagney, Joe E. Brown, Hugh Herbert, Otis Harlan, Arthur Treacher",6.9,3094.0,1,1,Nominee
26725,Il sergente di ferro,Les Misérables,1935.0,1935-04-20,"Drama, History, Romance",108.0,USA,English,Richard Boleslawski,"Victor Hugo, W.P. Lipscomb",20th Century Pictures,"Fredric March, Charles Laughton, Cedric Hardwicke, Rochelle Hudson, Frances Drake, John Beal, Florence Eldridge, Jessie Ralph, Mary Forbes, Florence Roberts, Jane Kerr, Ferdinand Gottschalk, Charles Haefeli, Marilyn Knowlden, John Bleifer",7.6,3279.0,1,1,Nominee
26752,La tragedia del Bounty,Mutiny on the Bounty,1935.0,1937-01-08,"Adventure, Biography, Drama",132.0,USA,"English, Polynesian",Frank Lloyd,"Talbot Jennings, Jules Furthman",Metro-Goldwyn-Mayer (MGM),"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin, Eddie Quillan, Dudley Digges, Donald Crisp, Henry Stephenson, Francis Lister, Spring Byington, Movita, Mamo Clark, Byron Russell, Percy Waram, David Torrence",7.7,20336.0,2,1,Winner
26768,Terra senza donne,Naughty Marietta,1935.0,1935-03-29,"Drama, Musical, Romance",105.0,USA,English,"Robert Z. Leonard, W.S. Van Dyke","Rida Johnson Young, John Lee Mahin",Metro-Goldwyn-Mayer (MGM),"Jeanette MacDonald, Nelson Eddy, Frank Morgan, Elsa Lanchester, Douglass Dumbrille, Joseph Cawthorn, Cecilia Parker, Walter Kingsford, Greta Meyer, Akim Tamiroff, Harold Huber, Edward Brophy",6.7,1168.0,1,1,Nominee
26778,Una notte all'opera,A Night at the Opera,1935.0,1938-10-11,"Comedy, Music, Musical",96.0,USA,"English, Italian","Sam Wood, Edmund Goulding","George S. Kaufman, Morrie Ryskind",Metro-Goldwyn-Mayer (MGM),"Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle, Allan Jones, Walter Woolf King, Sig Ruman, Margaret Dumont, Edward Keane, Robert Emmett O'Connor",7.9,30030.0,2,1,Snubbed
26955,Il maggiordomo,Ruggles of Red Gap,1935.0,1935-03-08,"Comedy, Romance",90.0,USA,"English, French",Leo McCarey,"Harry Leon Wilson, Walter DeLeon",Paramount Pictures,"Charles Laughton, Mary Boland, Charles Ruggles, Zasu Pitts, Roland Young, Leila Hyams, Maude Eburne, Lucien Littlefield, Leota Lorraine, James Burke, Dell Henderson, Clarence Wilson",7.6,3587.0,1,1,Nominee
27075,Le due città,A Tale of Two Cities,1935.0,1935-12-25,"Drama, History, Romance",128.0,USA,English,"Jack Conway, Robert Z. Leonard","Charles Dickens, W.P. Lipscomb",Metro-Goldwyn-Mayer (MGM),"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen, Basil Rathbone, Blanche Yurka, Henry B. Walthall, Donald Woods, Walter Catlett, Fritz Leiber, H.B. Warner, Mitchell Lewis, Claude Gillingwater, Billy Bevan, Isabel Jewell",7.8,5008.0,1,1,Nominee
27125,Cappello a cilindro,Top Hat,1935.0,1938-01-24,"Comedy, Musical, Romance",101.0,USA,"English, Italian",Mark Sandrich,"Dwight Taylor, Allan Scott",RKO Radio Pictures,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore, Helen Broderick",7.7,17004.0,2,1,Nominee
